county_fips,zip,shorter,longer,suggested_canonical
47065,37404,tennessee oncology,tennessee oncology chattanooga memorial plaza,tennessee oncology chattanooga memorial plaza
47065,37404,tennessee oncology,tennessee oncology chattanooga oncology hematology associates,tennessee oncology chattanooga oncology hematology associates
47065,37404,tennessee oncology,tennessee oncology greco hainsworth centers for research chattanooga,tennessee oncology greco hainsworth centers for research chattanooga
47065,37404,tennessee oncology,tennessee oncology pllc,tennessee oncology pllc
47065,37404,tennessee oncology,tennessee oncology pllc chattanooga med park ii,tennessee oncology pllc chattanooga med park ii
47065,37404,tennessee oncology,tennessee oncology pllc chattanooga medical park ii,tennessee oncology pllc chattanooga medical park ii
47065,37404,tennessee oncology,tennessee oncology pllc chattanooga memorial,tennessee oncology pllc chattanooga memorial
47065,37404,tennessee oncology,tennessee oncology pllc investigational drug services supply storage,tennessee oncology pllc investigational drug services supply storage
47065,37404,tennessee oncology chattanooga,tennessee oncology chattanooga memorial plaza,tennessee oncology chattanooga memorial plaza
47065,37404,tennessee oncology chattanooga,tennessee oncology chattanooga oncology hematology associates,tennessee oncology chattanooga oncology hematology associates
47065,37404,tennessee oncology pllc,tennessee oncology pllc chattanooga med park ii,tennessee oncology pllc chattanooga med park ii
47065,37404,tennessee oncology pllc,tennessee oncology pllc chattanooga medical park ii,tennessee oncology pllc chattanooga medical park ii
47065,37404,tennessee oncology pllc,tennessee oncology pllc chattanooga memorial,tennessee oncology pllc chattanooga memorial
47065,37404,tennessee oncology pllc,tennessee oncology pllc investigational drug services supply storage,tennessee oncology pllc investigational drug services supply storage
47093,37909,tennessee cancer specialists,tennessee cancer specialists dowell springs location,tennessee cancer specialists dowell springs location
47093,37909,tennessee cancer specialists,tennessee cancer specialists knoxville old weisgarber road,tennessee cancer specialists knoxville old weisgarber road
47093,37920,university of tennessee,the university of tennessee knoxville utk,the university of tennessee knoxville utk
47093,37920,university of tennessee,the university of tennessee medical center,the university of tennessee medical center
47093,37920,university of tennessee,university of tennessee knoxville,university of tennessee knoxville
